===================
solver, cost, time, n_exp, n_gen, map_file, scen_file, agents_limit, conflict_bound, success 
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc203d.map, more/scenarios/1/brc203d.map.scen, 25, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc203d.map, more/scenarios/1/brc203d.map.scen, 25, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc203d.map, more/scenarios/1/brc203d.map.scen, 25, 100, Fail:object of type 'int' has no len()
CBSSolver, 1821, 0.044, 2, 3, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 5, -, success
MetaAgCBSWithCBS, 1821, 0.066, 3, 5, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 5, 1, success
MetaAgCBSWithCBS, 1821, 0.065, 3, 5, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 5, 5, success
MetaAgCBSWithCBS, 1821, 0.077, 3, 5, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 5, 10, success
MetaAgCBSWithCBS, 1821, 0.070, 3, 5, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 5, 100, success
CBSSolver, 3030, 9.930, 5, 8, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 10, -, success
MetaAgCBSWithCBS, 2143, 0.326, 4, 6, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 10, 1, success
MetaAgCBSWithCBS, 2433, 0.519, 14, 26, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 10, 5, success
MetaAgCBSWithCBS, 3030, 0.338, 16, 31, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 10, 10, success
MetaAgCBSWithCBS, 3030, 0.350, 16, 31, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 10, 100, success
CBSSolver, 3409, 20.635, 16, 30, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 15, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 15, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 2653, 0.762, 23, 44, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 15, 5, success
MetaAgCBSWithCBS, 2322, 1.262, 43, 84, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 15, 10, success
MetaAgCBSWithCBS, 2353, 10.522, 303, 604, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 15, 100, success
CBSSolver, 6475, 41.744, 30, 55, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 20, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 20, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 20, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 20, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 20, 100, Fail:object of type 'int' has no len()
CBSSolver, -, 300.16, 1528, 2289, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 25, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 25, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 25, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 25, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc204d.map, more/scenarios/1/brc204d.map.scen, 25, 100, Fail:object of type 'int' has no len()
CBSSolver, 1204, 5.325, 3, 5, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 5, -, success
MetaAgCBSWithCBS, 777, 10.466, 4, 6, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 5, 1, success
MetaAgCBSWithCBS, 1204, 10.372, 4, 7, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 5, 5, success
MetaAgCBSWithCBS, 1204, 10.519, 4, 7, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 5, 10, success
MetaAgCBSWithCBS, 1204, 10.556, 4, 7, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 5, 100, success
CBSSolver, 1750, 1.765, 11, 19, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 10, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 10, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 1317, 0.320, 20, 38, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 10, 5, success
MetaAgCBSWithCBS, 1136, 0.377, 39, 76, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 10, 10, success
MetaAgCBSWithCBS, 1553, 3.013, 314, 626, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 10, 100, success
CBSSolver, -, 300.0, 6728, 13457, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 15, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 15, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 15, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 15, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 304.62, 285, 551, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 15, 100, timeout
CBSSolver, -, 301.6, 699, 1156, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 20, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 20, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 20, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 20, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 301.03, 467, 934, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 20, 100, timeout
CBSSolver, -, 300.49, 337, 675, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 25, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 25, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 25, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 25, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 301.84, 464, 928, more/maps/1/brc300d.map, more/scenarios/1/brc300d.map.scen, 25, 100, timeout
CBSSolver, 1209, 0.033, 2, 3, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 5, -, success
MetaAgCBSWithCBS, 1209, 0.033, 2, 3, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 5, 1, success
MetaAgCBSWithCBS, 1209, 0.041, 2, 3, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 5, 5, success
MetaAgCBSWithCBS, 1209, 0.051, 2, 3, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 5, 10, success
MetaAgCBSWithCBS, 1209, 0.033, 2, 3, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 5, 100, success
CBSSolver, 2811, 31.060, 4, 6, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 10, -, success
MetaAgCBSWithCBS, 1696, 0.639, 4, 6, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 10, 1, success
MetaAgCBSWithCBS, 2811, 0.190, 8, 15, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 10, 5, success
MetaAgCBSWithCBS, 2811, 0.191, 8, 15, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 10, 10, success
MetaAgCBSWithCBS, 2811, 0.188, 8, 15, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 10, 100, success
CBSSolver, -, 300.05, 3351, 6703, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 15, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 15, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 308.34, 35, 49, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 15, 5, timeout
MetaAgCBSWithCBS, -, 307.9, 51, 82, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 15, 10, timeout
MetaAgCBSWithCBS, -, 313.88, 301, 583, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 15, 100, timeout
CBSSolver, -, 300.03, 2648, 5297, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 20, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 20, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 5131, 1.198, 21, 40, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 20, 5, success
MetaAgCBSWithCBS, -, 308.04, 46, 72, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 20, 10, timeout
MetaAgCBSWithCBS, -, 311.29, 229, 439, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 20, 100, timeout
CBSSolver, -, 325.7, 56, 70, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 25, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 25, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 25, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 328.25, 64, 110, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 25, 10, timeout
MetaAgCBSWithCBS, -, 327.15, 437, 858, more/maps/1/brc501d.map, more/scenarios/1/brc501d.map.scen, 25, 100, timeout
CBSSolver, 737, 0.023, 4, 7, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 5, -, success
MetaAgCBSWithCBS, 475, 0.130, 6, 10, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 5, 1, success
MetaAgCBSWithCBS, 737, 0.037, 8, 15, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 5, 5, success
MetaAgCBSWithCBS, 737, 0.037, 8, 15, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 5, 10, success
MetaAgCBSWithCBS, 737, 0.062, 8, 15, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 5, 100, success
CBSSolver, 888, 0.067, 7, 13, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 10, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 10, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 598, 0.136, 22, 42, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 10, 5, success
MetaAgCBSWithCBS, 607, 0.244, 43, 84, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 10, 10, success
MetaAgCBSWithCBS, 888, 0.279, 64, 127, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 10, 100, success
CBSSolver, 1407, 1.877, 12, 21, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 15, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 15, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 1061, 0.283, 25, 48, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 15, 5, success
MetaAgCBSWithCBS, 1086, 1.044, 35, 68, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 15, 10, success
MetaAgCBSWithCBS, 1049, 26.750, 327, 652, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 15, 100, success
CBSSolver, -, 300.03, 7160, 14321, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 20, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 20, 1, Fail:too many values to unpack (expected 4)
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 20, 5, Fail:too many values to unpack (expected 4)
MetaAgCBSWithCBS, -, 302.15, 21, 23, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 20, 10, timeout
MetaAgCBSWithCBS, -, 302.49, 111, 203, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 20, 100, timeout
CBSSolver, -, 300.34, 579, 919, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 25, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 25, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 305.19, 30, 40, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 25, 5, timeout
MetaAgCBSWithCBS, -, 305.28, 35, 51, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 25, 10, timeout
MetaAgCBSWithCBS, -, 307.8, 125, 231, more/maps/1/brc502d.map, more/scenarios/1/brc502d.map.scen, 25, 100, timeout
CBSSolver, 663, 0.008, 1, 1, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 5, -, success
MetaAgCBSWithCBS, 663, 0.011, 1, 1, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 5, 1, success
MetaAgCBSWithCBS, 663, 0.012, 1, 1, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 5, 5, success
MetaAgCBSWithCBS, 663, 0.011, 1, 1, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 5, 10, success
MetaAgCBSWithCBS, 663, 0.012, 1, 1, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 5, 100, success
CBSSolver, 1598, 0.057, 3, 5, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 10, -, success
MetaAgCBSWithCBS, 1139, 0.200, 4, 6, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 10, 1, success
MetaAgCBSWithCBS, 1598, 0.040, 4, 7, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 10, 5, success
MetaAgCBSWithCBS, 1598, 0.040, 4, 7, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 10, 10, success
MetaAgCBSWithCBS, 1598, 0.040, 4, 7, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 10, 100, success
CBSSolver, 1977, 0.166, 6, 11, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 15, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 15, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 1571, 0.391, 15, 28, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 15, 5, success
MetaAgCBSWithCBS, 1676, 0.527, 27, 52, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 15, 10, success
MetaAgCBSWithCBS, 1977, 0.429, 32, 63, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 15, 100, success
CBSSolver, -, 300.19, 2810, 5098, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 20, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 20, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 304.14, 33, 44, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 20, 5, timeout
MetaAgCBSWithCBS, 3054, 25.061, 50, 98, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 20, 10, success
MetaAgCBSWithCBS, -, 309.14, 164, 311, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 20, 100, timeout
CBSSolver, -, 300.04, 3270, 6541, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 25, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 25, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 303.56, 25, 31, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 25, 5, timeout
MetaAgCBSWithCBS, -, 303.64, 30, 41, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 25, 10, timeout
MetaAgCBSWithCBS, -, 306.02, 124, 229, more/maps/1/brc997d.map, more/scenarios/1/brc997d.map.scen, 25, 100, timeout
CBSSolver, 1454, 0.021, 1, 1, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 5, -, success
MetaAgCBSWithCBS, 1454, 0.024, 1, 1, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 5, 1, success
MetaAgCBSWithCBS, 1454, 0.023, 1, 1, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 5, 5, success
MetaAgCBSWithCBS, 1454, 0.032, 1, 1, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 5, 10, success
MetaAgCBSWithCBS, 1454, 0.023, 1, 1, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 5, 100, success
CBSSolver, 4196, 0.256, 5, 9, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 10, -, success
MetaAgCBSWithCBS, 3168, 0.649, 4, 6, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 10, 1, success
MetaAgCBSWithCBS, 3272, 1.046, 14, 26, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 10, 5, success
MetaAgCBSWithCBS, 4196, 0.424, 16, 31, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 10, 10, success
MetaAgCBSWithCBS, 4196, 0.424, 16, 31, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 10, 100, success
CBSSolver, 4919, 14.024, 13, 25, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 15, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 15, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 15, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 3899, 66.745, 46, 90, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 15, 10, success
MetaAgCBSWithCBS, 3974, 74.901, 258, 514, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 15, 100, success
CBSSolver, 7234, 26.267, 16, 30, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 20, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 20, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 20, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 6549, 2.840, 38, 74, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 20, 10, success
MetaAgCBSWithCBS, 6477, 11.122, 238, 474, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 20, 100, success
CBSSolver, -, 300.02, 1587, 3175, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 25, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 25, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 310.1, 46, 69, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 25, 5, timeout
MetaAgCBSWithCBS, -, 309.45, 67, 113, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 25, 10, timeout
MetaAgCBSWithCBS, -, 311.94, 189, 359, more/maps/1/den000d.map, more/scenarios/1/den000d.map.scen, 25, 100, timeout
CBSSolver, 528, 0.007, 1, 1, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 5, -, success
MetaAgCBSWithCBS, 528, 0.011, 1, 1, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 5, 1, success
MetaAgCBSWithCBS, 528, 0.008, 1, 1, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 5, 5, success
MetaAgCBSWithCBS, 528, 0.007, 1, 1, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 5, 10, success
MetaAgCBSWithCBS, 528, 0.010, 1, 1, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 5, 100, success
CBSSolver, 1140, 0.036, 3, 5, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 10, -, success
MetaAgCBSWithCBS, 927, 0.113, 4, 6, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 10, 1, success
MetaAgCBSWithCBS, 1140, 0.034, 4, 7, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 10, 5, success
MetaAgCBSWithCBS, 1140, 0.035, 4, 7, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 10, 10, success
MetaAgCBSWithCBS, 1140, 0.035, 4, 7, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 10, 100, success
CBSSolver, -, 300.08, 322, 554, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 15, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 15, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 15, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 15, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 1542, 4.562, 211, 420, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 15, 100, success
CBSSolver, 2251, 36.210, 137, 145, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 20, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 20, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 1873, 0.767, 20, 38, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 20, 5, success
MetaAgCBSWithCBS, 1879, 0.954, 29, 56, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 20, 10, success
MetaAgCBSWithCBS, 2251, 4.438, 99, 197, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 20, 100, success
CBSSolver, -, 300.01, 4703, 9407, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 25, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 25, 1, Fail:too many values to unpack (expected 4)
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 25, 5, Fail:too many values to unpack (expected 4)
MetaAgCBSWithCBS, -, 302.19, 23, 27, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 25, 10, timeout
MetaAgCBSWithCBS, -, 302.78, 113, 207, more/maps/1/den001d.map, more/scenarios/1/den001d.map.scen, 25, 100, timeout
CBSSolver, 1926, 16.168, 4, 6, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 5, -, success
MetaAgCBSWithCBS, 924, 16.369, 3, 4, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 5, 1, success
MetaAgCBSWithCBS, 1926, 0.234, 7, 13, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 5, 5, success
MetaAgCBSWithCBS, 1926, 0.251, 7, 13, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 5, 10, success
MetaAgCBSWithCBS, 1926, 0.248, 7, 13, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 5, 100, success
CBSSolver, 2654, 144.339, 91, 163, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 10, -, success
MetaAgCBSWithCBS, 697, 77.326, 9, 12, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 10, 1, success
MetaAgCBSWithCBS, 1835, 58.707, 17, 29, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 10, 5, success
MetaAgCBSWithCBS, 1835, 3.866, 22, 42, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 10, 10, success
MetaAgCBSWithCBS, 1515, 15.916, 202, 402, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 10, 100, success
CBSSolver, 3165, 8.643, 12, 22, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 15, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 15, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 2211, 0.682, 27, 52, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 15, 5, success
MetaAgCBSWithCBS, 2211, 0.885, 37, 72, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 15, 10, success
MetaAgCBSWithCBS, 3165, 7.152, 294, 587, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 15, 100, success
CBSSolver, -, 303.73, 64, 100, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 20, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 20, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 20, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 20, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 311.56, 548, 1096, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 20, 100, timeout
CBSSolver, -, 300.05, 1403, 2804, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 25, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 25, 1, Fail:object of type 'int' has no len()
